StoreNumber,CustomerID,AccountNumber,CompanyName,ShipToCompanyName
10005,4374,1508,WHOLE FOODS,WHOLE FOODS MARKET
10006,4375,1509,WHOLE FOODS,WHOLE FOODS MARKET  
10007,4376,1510,WHOLE FOODS,WHOLE FOODS MARKET
10008,4377,1511,WHOLE FOODS,WHOLE FOODS MARKET
10009,4378,1512,WHOLE FOODS,WHOLE FOODS MARKET
10010,4379,1513,WHOLE FOODS,WHOLE FOODS MARKET
