Source,RawKeyType,RawKeyValue,MappedItemNumber,Vendor,MappedDescription,Priority,Active,Notes
unfi_east,vendor_item,210793,8-400-3,UNFI,"K&L Farro RTE Meal- Artichoke, Lemon & Garlic 6/7.9oz",100,TRUE,
unfi_east,vendor_item,241212,8-440,UNFI,K&L Farro RTE Meal Shipper 48/7.9oz,100,TRUE,
unfi_east,vendor_item,292219,8-500,UNFI,K&L Org Pulled Jackfruit- Lightly Seasoned 6/8oz,100,TRUE,
unfi_east,vendor_item,315845,8-500-1,UNFI,K&L Shipper- RTH Org Jackfruit Assorted 54/8oz,100,TRUE,
unfi_east,vendor_item,292220,8-501,UNFI,K&L Org Pulled Jackfruit- Sweet BBQ 6/8oz,100,TRUE,
unfi_east,vendor_item,292221,8-502,UNFI,K&L Org Jackfruit Chunky Chili 6/8oz,100,TRUE,
unfi_east,vendor_item,292222,8-503,UNFI,K&L Org Jackfruit Hearty Stew 6/8oz,100,TRUE,
unfi_east,vendor_item,227709,8-600-1,UNFI,K&L Cauliflower RTE Meal- Peruvian Veg Ceviche 6/7.9oz,100,TRUE,
unfi_east,vendor_item,315850,8-900-1,UNFI,K&L Shipper - RTH Grain Pouches (3 Variety) 54/8oz,100,TRUE,
unfi_east,vendor_item,315851,8-900-2,UNFI,K&L Shipper - RTH Grain Pouches (6 Variety) 54/8oz,100,TRUE,
unfi_east,vendor_item,268061,8-902,UNFI,K&L RTH Golden Vegetable Rice 6/8oz,100,TRUE,
unfi_east,vendor_item,268064,8-905,UNFI,K&L RTH Vegetable Quinoa Medley 6/8oz,100,TRUE,
unfi_east,vendor_item,268065,8-906,UNFI,K&L RTE Tabbouleh Quinoa Medley 6/8oz,100,TRUE,
unfi_east,vendor_item,268066,8-907,UNFI,K&L RTE Riced Cauliflower 6/8oz,100,TRUE,
unfi_east,vendor_item,315929,8-920-1,UNFI,K&L Shipper - Organic Riced Cauliflower 54/8oz,100,TRUE,
unfi_east,vendor_item,315930,8-920-2,UNFI,K&L Shipper - Riced Cauliflower & Broccoli 54/8oz,100,TRUE,
